spot_id,spot_name,course_id,region_id,course_seq,time_move,div_inout,tema_name
20711,몽고정,207,155,11,10,실외,종교/역사/전통
20712,돝섬해상유원지,207,155,12,11,실외,자연/힐링
20801,마산시립박물관/문신미술관,208,155,1,0,실내,종교/역사/전통
20802,서원곡유원지,208,155,2,2,실외,자연/힐링
20803,관해정,208,155,3,3,실외,종교/역사/전통
20804,합포성지,208,319,4,4,실외,종교/역사/전통
20805,산호공원,208,155,5,5,실외,자연/힐링
20806,어시장,208,155,6,7,실외,쇼핑/놀이
20807,조두남기념관,208,155,7,8,실내,종교/역사/전통
20808,3·15기념탑,208,155,8,9,실외,종교/역사/전통
20809,몽고정,208,155,9,10,실외,종교/역사/전통
20810,돝섬해상유원지,208,155,10,11,실외,자연/힐링
20901,통도환타지아,209,257,1,0,실외,쇼핑/놀이
20902,도자기공원,209,257,2,3,실외,체험/학습/산업
20903,해운자연농원,209,257,3,6,실외,자연/힐링
20904,소석마을 팜스테이,209,257,4,9,실외,체험/학습/산업
21001,여객선터미널,210,162,1,0,실외,체험/학습/산업
21002,제승당,210,162,2,4,실외,종교/역사/전통
21003,망산,210,162,3,8,실외,자연/힐링
21101,여객선터미널,211,162,1,0,실외,체험/학습/산업
21102,소매물도,211,162,2,4,실외,자연/힐링
21103,등대섬,211,162,3,8,실외,자연/힐링
21201,가오치선착장,212,162,1,0,실외,체험/학습/산업
21202,사량도,212,162,2,2,실외,자연/힐링
21203,지리산,212,162,3,6,실외,자연/힐링
21204,최영장군사당,212,162,4,8,실외,종교/역사/전통
21205,대항해수욕장,212,162,5,10,실외,자연/힐링
21301,우두산,213,284,1,0,실외,자연/힐링
21302,가조온천,213,284,2,4,실내,자연/힐링
21303,거창사건추모공원,213,284,3,7,실외,종교/역사/전통
21304,거창박물관,213,284,4,9,실내,종교/역사/전통
21401,어곡공단,214,257,1,0,실외,체험/학습/산업
21402,신불산공원,214,257,2,1,실외,자연/힐링
21403,신흥사,214,257,3,2,실외,종교/역사/전통
21404,원동자연휴양림,214,257,4,4,실외,자연/힐링
21405,불암폭포,214,257,5,5,실외,자연/힐링
21406,자연식의집,214,257,6,6,실내,쇼핑/놀이
21407,늘밭마을,214,257,7,8,실외,체험/학습/산업
21408,원동화제,214,257,8,10,실외,자연/힐링
21409,오봉산 임경대,214,257,9,11,실외,자연/힐링
21501,병곡리 빙기실계곡,215,284,1,0,실외,자연/힐링
21502,점터산장,215,284,2,2,실내,캠핑/스포츠
21503,마학동 계곡,215,284,3,5,실외,자연/힐링
21504,월성 주은자연휴양림,215,284,4,7,실외,자연/힐링
21505,월성계곡,215,284,5,10,실외,자연/힐링
21601,사량도,216,162,1,0,실외,자연/힐링
21602,지리산,216,162,2,4,실외,자연/힐링
21603,상족암 군립공원,216,305,3,8,실외,자연/힐링
21701,진주성,217,192,1,0,실외,종교/역사/전통
21702,인사동골동품거리,217,192,2,1,실외,쇼핑/놀이
21703,진양호/일주도로,217,192,3,2,실외,자연/힐링
21704,물문화관,217,192,4,4,실내,종교/역사/전통
21705,망진산 봉수대,217,192,5,6,실외,자연/힐링
21706,남가람문화거리,217,192,6,8,실외,문화/예술
21707,새벼리,217,192,7,9,실외,자연/힐링
21708,경상남도 수목원,217,192,8,10,실외,자연/힐링
21801,오봉산 임경대,218,257,1,0,실외,자연/힐링
21802,용화사,218,257,2,3,실외,종교/역사/전통
21803,원동역,218,257,3,6,실외,체험/학습/산업
21804,배내골,218,257,4,8,실외,자연/힐링
21805,배내골송림관광농원,218,257,5,10,실외,자연/힐링
21901,화왕산,219,347,1,0,실외,자연/힐링
21902,관룡사,219,347,2,3,실외,종교/역사/전통
21903,부곡온천,219,347,3,6,실내,자연/힐링
21904,우포늪,219,263,4,9,실외,자연/힐링
21905,해인사,219,285,5,13,실외,종교/역사/전통
21906,가조온천,219,284,6,17,실내,자연/힐링
22001,남사예담촌,220,289,1,0,실외,체험/학습/산업
22002,남명조식유적,220,289,2,2,실외,종교/역사/전통
22003,지리산천왕봉,220,289,3,4,실외,자연/힐링
22004,대원사,220,289,4,6,실외,종교/역사/전통
22005,전구형왕릉,220,289,5,8,실외,종교/역사/전통
22006,전통한방휴양관광지,220,289,6,11,실외,자연/힐링
22007,경호강,220,289,7,13,실외,자연/힐링
22008,황매산,220,289,8,15,실외,자연/힐링
22009,정취암,220,289,9,18,실외,자연/힐링
22101,당항포 관광지,221,305,1,0,실외,체험/학습/산업
22102,충렬사,221,162,2,2,실외,종교/역사/전통
22103,세병관,221,162,3,5,실내,종교/역사/전통
22104,제승당,221,162,4,8,실외,종교/역사/전통
22105,선진리성,221,321,5,10,실외,종교/역사/전통
22106,진주성,221,192,6,14,실외,종교/역사/전통
22107,충렬사,221,295,7,17,실외,종교/역사/전통
22201,충익사,222,263,1,0,실외,종교/역사/전통
22202,해인사,222,285,2,4,실외,종교/역사/전통
22203,상림,222,264,3,8,실외,자연/힐링
22204,목면시배유지,222,289,4,12,실외,종교/역사/전통
22301,진주성,223,192,1,0,실외,종교/역사/전통
22302,선진리성,223,321,2,2,실외,종교/역사/전통
22303,상족암 군립공원,223,305,3,4,실외,자연/힐링
22304,제승당,223,162,4,6,실외,종교/역사/전통
22305,충렬사,223,162,5,9,실외,종교/역사/전통
22306,외도해상농원,223,294,6,11,실외,자연/힐링
22307,해금강,223,294,7,13,실외,자연/힐링
22308,옥포대첩기념공원,223,294,8,15,실외,종교/역사/전통
22309,포로수용소 유적공원,223,294,9,18,실외,종교/역사/전통
22401,해금강,224,294,1,0,실외,자연/힐링
22402,외도해상농원,224,294,2,2,실외,자연/힐링
22403,옥포대첩기념공원,224,294,3,5,실외,종교/역사/전통
22404,대우조선,224,294,4,7,실외,체험/학습/산업
22405,충렬사,224,162,5,9,실외,종교/역사/전통
22406,제승당,224,162,6,12,실외,종교/역사/전통
22407,당항포관광지,224,305,7,14,실외,체험/학습/산업
22408,선진리성,224,321,8,17,실외,종교/역사/전통
22501,두산중공업,225,155,1,0,실외,체험/학습/산업
22502,당항포관광지,225,305,2,2,실외,체험/학습/산업
22503,상족암 군립공원,225,305,3,4,실외,자연/힐링
22504,금산,225,295,4,7,실외,자연/힐링
22505,보리암,225,295,5,10,실외,종교/역사/전통
22506,남해대교,225,295,6,11,실외,자연/힐링
22507,악양루,225,356,7,14,실외,자연/힐링
22508,화개장터,225,356,8,16,실외,쇼핑/놀이
22509,쌍계사,225,356,9,18,실외,종교/역사/전통
22601,진주성,226,192,1,0,실외,종교/역사/전통
22602,화개장터,226,356,2,2,실외,쇼핑/놀이
22603,쌍계사,226,356,3,5,실외,종교/역사/전통
22604,화개온천리조트,226,356,4,7,실내,캠핑/스포츠
22605,삼성궁,226,356,5,9,실외,자연/힐링
22606,남명조식선생생가지,226,285,6,12,실외,종교/역사/전통
22607,성철대종사생가(터),226,289,7,15,실외,종교/역사/전통
22608,목면시배유지,226,289,8,18,실외,종교/역사/전통
22701,통도사 성보박물관,227,257,1,0,실내,종교/역사/전통
22702,김해천문대,227,253,2,5,실외,체험/학습/산업
22703,수로왕릉,227,253,3,8,실외,종교/역사/전통
22704,국립김해박물관,227,253,4,11,실내,종교/역사/전통
22705,교동고분군,227,347,5,13,실외,종교/역사/전통
22706,부곡온천,227,347,6,17,실내,자연/힐링
22801,삼성중공업 거제조선소,228,294,1,0,실외,체험/학습/산업
22802,옥포대첩기념공원,228,294,2,4,실외,종교/역사/전통
22803,포로수용소 유적공원,228,294,3,8,실외,종교/역사/전통
22804,제승당,228,162,4,12,실외,종교/역사/전통
22805,상족암 군립공원,228,305,5,16,실외,자연/힐링
22901,용추 자연휴양림,229,264,1,0,실외,자연/힐링
22902,용추사/용추폭포,229,264,2,2,실외,종교/역사/전통
22903,연암물레방아공원,229,264,3,5,실외,자연/힐링
22904,심원정,229,264,4,7,실외,종교/역사/전통
22905,농월정,229,264,5,9,실외,종교/역사/전통
22906,황암사,229,264,6,11,실외,종교/역사/전통
22907,동호정,229,264,7,13,실외,종교/역사/전통
22908,군자정,229,264,8,14,실외,종교/역사/전통
22909,거연정,229,264,9,16,실외,종교/역사/전통
22910,논개묘,229,264,10,18,실외,종교/역사/전통
23001,대산리석불,230,357,1,0,실외,종교/역사/전통
23002,함안박물관,230,357,2,1,실내,종교/역사/전통
23003,무진정,230,357,3,2,실외,종교/역사/전통
23004,방어산마애불,230,357,4,4,실외,종교/역사/전통
23005,와룡정,230,357,5,5,실외,종교/역사/전통
23006,월촌,230,357,6,7,실외,자연/힐링
23007,정암루,230,263,7,8,실외,자연/힐링
23008,법수면늪지,230,357,8,10,실외,자연/힐링
23009,악양루,230,357,9,11,실외,자연/힐링
23010,평기마을,230,357,10,12,실외,체험/학습/산업
23011,함안층 새발자국화석,230,357,11,14,실외,자연/힐링
23012,칠북면회화나무,230,357,12,15,실외,자연/힐링
23013,고려동유적지,230,357,13,17,실외,체험/학습/산업
23014,입곡군립공원,230,357,14,18,실외,자연/힐링
23101,삼성궁,231,356,1,0,실외,자연/힐링
23102,칠불사,231,356,2,1,실외,종교/역사/전통
23103,삼신녹차마을,231,356,3,4,실외,체험/학습/산업
23104,쌍계사,231,356,4,5,실외,종교/역사/전통
23105,화개장터,231,356,5,6,실외,쇼핑/놀이
23106,청학동계곡,231,356,6,7,실외,자연/힐링
23107,대축마을,231,356,7,9,실외,체험/학습/산업
23108,평사리 최참판댁,231,356,8,11,실외,종교/역사/전통
23109,하동향교,231,356,9,12,실외,종교/역사/전통
23110,백사청송송림공원,231,356,10,14,실외,자연/힐링
23111,대도마을,231,356,11,14,실외,체험/학습/산업
23112,경충사,231,356,12,16,실외,종교/역사/전통
23113,사기아름마을,231,356,13,17,실외,체험/학습/산업
23114,옥종딸기마을,231,356,14,18,실외,체험/학습/산업
23201,해인사,232,285,1,0,실외,종교/역사/전통
23202,가야산,232,285,2,2,실외,자연/힐링
23203,오도산자연휴양림,232,285,3,3,실외,자연/힐링
23204,태극기휘날리며촬영세트장,232,285,4,6,실외,문화/예술
23205,거창박물관,232,284,5,9,실내,종교/역사/전통
23206,상림리석조관음입상,232,284,6,11,실외,종교/역사/전통
23207,건계정,232,284,7,13,실외,종교/역사/전통
23208,거열산성,232,284,8,15,실외,종교/역사/전통
23209,서변,232,284,9,16,실외,자연/힐링
23210,양평리석조여래입상,232,284,10,18,실외,종교/역사/전통
23301,곽망우당 유물,233,263,1,0,실외,종교/역사/전통
23302,현고수,233,263,2,2,실외,자연/힐링
23303,유곡면의 은행나무,233,263,3,4,실외,자연/힐링
23304,봉황대,233,263,4,6,실외,자연/힐링
23305,예술촌,233,263,5,8,실외,체험/학습/산업
23306,찰비계곡,233,263,6,10,실외,자연/힐링
23307,신라통증의 우흔,233,263,7,12,실외,종교/역사/전통
23308,의령남산,233,263,8,15,실외,자연/힐링
23309,가례면,233,263,9,16,실외,자연/힐링
23310,보천사지 3층석탑,233,263,10,18,실외,종교/역사/전통
23401,거제대교,234,162,1,0,실외,자연/힐링
23402,청마생가,234,162,2,1,실외,종교/역사/전통
23403,기성관,234,294,3,2,실내,종교/역사/전통
23404,홍포,234,294,4,3,실외,자연/힐링
23405,여차,234,294,5,4,실외,자연/힐링
23406,다포,234,294,6,5,실외,자연/힐링
23407,도장포,234,294,7,7,실외,자연/힐링
23408,해금강,234,294,8,8,실외,자연/힐링
23409,외도해상농원,234,294,9,9,실외,자연/힐링
23410,구조라,234,294,10,10,실외,자연/힐링
23411,거제자연예술랜드,234,294,11,11,실외,문화/예술
23412,구천리(휴양림),234,294,12,12,실외,자연/힐링
23413,송진포,234,294,13,13,실외,자연/힐링
23414,거제민속자료관,234,294,14,15,실내,종교/역사/전통
23415,거제포로수용소,234,294,15,16,실외,종교/역사/전통
23416,계룡산,234,294,16,18,실외,자연/힐링
23417,사등성지,234,294,17,19,실외,자연/힐링
23501,남해대교,235,295,1,0,실외,자연/힐링
23502,왕지등대마을,235,295,2,0,실외,체험/학습/산업
23503,충렬사,235,295,3,1,실외,종교/역사/전통
23504,문항어촌체험마을,235,295,4,3,실외,체험/학습/산업
23505,망운산,235,295,5,5,실외,자연/힐링
23506,암수바위와 가천마을 다랑이논,235,295,6,6,실외,자연/힐링
23507,용문사,235,295,7,8,실외,종교/역사/전통
23508,내산편백 자연휴양림,235,295,8,9,실외,자연/힐링
23509,보리암,235,295,9,10,실외,종교/역사/전통
23510,송정숲,235,295,10,12,실외,자연/힐링
23511,두모,235,295,11,14,실외,자연/힐링
23512,지족갯마을,235,295,12,17,실외,체험/학습/산업
23513,해바리,235,295,13,19,실외,자연/힐링
23514,냉천,235,295,14,19,실외,자연/힐링
23601,대성동고분박물관,236,253,1,0,실내,종교/역사/전통
23602,국립김해박물관,236,253,2,1,실내,종교/역사/전통
23603,가야랜드,236,253,3,3,실외,쇼핑/놀이
23604,김해천문대,236,253,4,5,실외,체험/학습/산업
23605,진해우체국,236,155,5,6,실외,체험/학습/산업
23606,구산성지,236,155,6,8,실외,종교/역사/전통
23607,웅천읍성,236,155,7,10,실외,종교/역사/전통
23608,웅천왜성,236,155,8,12,실외,종교/역사/전통
23609,성흥사대웅전,236,155,9,13,실외,종교/역사/전통
23610,안골왜성,236,155,10,15,실외,종교/역사/전통
23611,안골포굴강,236,155,11,17,실외,자연/힐링
23612,망산도유주암,236,155,12,18,실외,자연/힐링
23701,주남저수지,237,155,1,0,실외,자연/힐링
23702,미리벌민속박물관,237,288,2,4,실내,종교/역사/전통
23703,부곡온천,237,347,3,8,실내,자연/힐링
23704,우포늪,237,263,4,12,실외,자연/힐링
23801,장유대청계곡,238,253,1,0,실외,자연/힐링
23802,장척계곡,238,253,2,3,실외,자연/힐링
23803,통도환타지아,238,257,3,6,실외,쇼핑/놀이
23804,도자기공원,238,257,4,9,실외,체험/학습/산업
23805,해운자연농원,238,257,5,13,실외,자연/힐링
23806,소석마을 팜스테이,238,257,6,17,실내,체험/학습/산업
23906,연화사,239,162,6,16,실외,종교/역사/전통
23907,지리산,239,162,7,18,실외,자연/힐링
23901,진해해양공원,239,155,1,0,실외,자연/힐링
23902,여객선터미널,239,162,2,2,실외,체험/학습/산업
23903,욕지도,239,162,3,6,실외,자연/힐링
23904,천황산,239,162,4,10,실외,자연/힐링
23905,연화도,239,162,5,13,실외,자연/힐링
24001,표충비각,240,288,1,0,실외,종교/역사/전통
24002,대법사,240,288,2,1,실외,종교/역사/전통
24003,사명대사 생가지,240,288,3,3,실외,종교/역사/전통
24004,영산정사/성보박물관,240,288,4,5,실내,종교/역사/전통
24005,표충사,240,288,5,7,실외,종교/역사/전통
24006,만옥정 공원,240,347,6,10,실외,자연/힐링
24007,석빙고,240,347,7,13,실외,자연/힐링
24008,창녕향교,240,347,8,15,실외,종교/역사/전통
24009,관룡사,240,347,9,16,실외,종교/역사/전통
24010,영산호국공원,240,347,10,18,실외,자연/힐링
24101,가고파랜드(돝섬해상유원지),241,155,1,0,실외,자연/힐링
24102,백령신단,241,155,2,3,실외,자연/힐링
24103,원전마을,241,155,3,6,실외,체험/학습/산업
24104,저도연륙교,241,155,4,8,실외,자연/힐링
24105,구복예술촌,241,155,5,11,실외,문화/예술
24106,진해현관아 및 객사유지,241,155,6,14,실외,종교/역사/전통
24107,고현리공룡발자국화석,241,155,7,17,실외,종교/역사/전통
24201,경륜장,242,155,1,0,실외,캠핑/스포츠
24202,주남저수지,242,155,2,4,실외,자연/힐링
24203,부곡온천,242,347,3,8,실내,자연/힐링
24204,가야산,242,285,4,12,실외,자연/힐링
24301,내원사계곡,243,257,1,0,실외,자연/힐링
24302,내원사,243,257,2,2,실외,종교/역사/전통
24303,노전암,243,257,3,4,실외,종교/역사/전통
24304,도자기공원,243,257,4,6,실외,체험/학습/산업
24305,통도환타지아,243,257,5,9,실외,쇼핑/놀이
24306,천수교,243,192,6,12,실외,자연/힐링
24307,남가람문화거리,243,192,7,16,실외,문화/예술
24308,진주성,243,192,8,18,실외,종교/역사/전통
24401,청학동,244,356,1,0,실외,자연/힐링
24402,삼성궁,244,356,2,3,실외,자연/힐링
24403,대원사계곡,244,289,3,7,실외,자연/힐링
24404,상림,244,264,4,11,실외,자연/힐링
24405,농월정,244,264,5,16,실외,종교/역사/전통
24501,여객선터미널,245,162,1,0,실외,체험/학습/산업
24502,제승당,245,162,2,0,실외,종교/역사/전통
24503,망산,245,294,3,3,실외,자연/힐링
24504,여객터미널,245,321,4,5,실외,체험/학습/산업
24505,코섬,245,321,5,8,실외,자연/힐링
24506,씨앗섬,245,321,6,10,실외,자연/힐링
24507,아두섬,245,321,7,13,실외,자연/힐링
24508,단항대교,245,347,8,15,실외,자연/힐링
24509,향기섬,245,347,9,16,실외,자연/힐링
24510,비토앞,245,321,10,16,실외,자연/힐링
24511,저도앞 죽방렴,245,295,11,17,실외,자연/힐링
24512,늑도대교,245,321,12,18,실외,자연/힐링
24513,초양대교,245,321,13,19,실외,자연/힐링
24514,대방진굴항,245,321,14,19,실외,자연/힐링
24601,경상남도 수목원,246,192,1,0,실외,자연/힐링
24602,상족암 군립공원,246,305,2,2,실외,자연/힐링
24603,내산편백 자연휴양림,246,295,3,6,실외,자연/힐링
24604,금산,246,295,4,10,실외,자연/힐링
24605,남해대교 유원지,246,295,5,14,실외,자연/힐링
24606,백사청송송림공원,246,356,6,17,실외,자연/힐링
24701,수로왕비릉,247,253,1,0,실외,종교/역사/전통
24702,국립김해박물관,247,253,2,2,실내,종교/역사/전통
24703,수로왕릉,247,253,3,4,실외,종교/역사/전통
24704,대성동고분박물관,247,253,4,6,실내,종교/역사/전통
24705,봉황동 유적,247,253,5,8,실외,종교/역사/전통
24706,통도환타지아,247,257,6,9,실외,쇼핑/놀이
24707,도자기공원,247,257,7,12,실외,체험/학습/산업
24708,해운자연농원,247,257,8,15,실외,자연/힐링
24709,소석마을 팜스테이,247,257,9,18,실내,체험/학습/산업
25101,평택호관광지,251,354,1,0,실외,자연/힐링
25102,웃다리문화촌,251,354,2,3,실외,체험/학습/산업
25103,평택국제중앙시장,251,354,3,5,실외,쇼핑/놀이
25201,신두리 해안사구,252,352,1,0,실외,자연/힐링
25202,두웅습지,252,352,2,2,실외,자연/힐링
25203,신두리해수욕장,252,352,3,4,실외,자연/힐링
25204,태안해안국립공원,252,352,4,7,실외,자연/힐링
25301,유리섬박물관,253,327,1,0,실내,문화/예술
25302,경기도미술관,253,327,2,3,실내,문화/예술
25303,성호기념관,253,327,3,5,실외,문화/예술
25304,안산갈대습지공원,253,327,4,7,실외,자연/힐링
25401,코르디움,254,327,1,0,실외,체험/학습/산업
25402,누에섬 등대전망대,254,327,2,3,실외,체험/학습/산업
25403,어촌민속박물관,254,327,3,5,실내,문화/예술
25404,종현어촌체험마을,254,327,4,7,실외,체험/학습/산업
25501,아침고요수목원,255,300,1,0,실외,자연/힐링
25502,청평호반,255,300,2,2,실외,자연/힐링
25503,쁘띠프랑스,255,300,3,5,실외,문화/예술
25504,청평자연휴양림,255,300,4,7,실외,자연/힐링
25505,에델바이스 스위스테마파크,255,300,5,9,실외,문화/예술
25601,이화원,256,300,1,0,실외,자연/힐링
25602,자라섬오토캠핑장,256,300,2,2,실외,캠핑/스포츠
25603,남이섬,256,300,3,4,실외,자연/힐링
25604,제이드가든 수목원,256,101,4,6,실외,자연/힐링
25701,치악산국립공원,257,114,1,0,실외,자연/힐링
25702,치악산 구룡자동차야영장,257,114,2,2,실외,캠핑/스포츠
25703,원주 드림랜드,257,114,3,4,실외,쇼핑/놀이
25704,원주레일파크,257,114,4,7,실외,쇼핑/놀이
25705,간현관광지,257,114,5,9,실외,자연/힐링
25801,목계솔밭,258,127,1,0,실외,자연/힐링
25802,중앙탑공원,258,127,2,2,실외,문화/예술
25803,조정체험학교,258,127,3,4,실외,체험/학습/산업
25804,봉황자연휴양림,258,127,4,6,실외,자연/힐링
25805,봉황경(능암리섬),258,127,5,8,실외,자연/힐링
25901,신라밀레니엄파크,259,283,1,0,실외,체험/학습/산업
25902,한국역사문화음식학교,259,283,2,2,실외,체험/학습/산업
25903,경주 버드파크,259,283,3,4,실외,체험/학습/산업
25904,신라문화체험장,259,283,4,6,실내,체험/학습/산업
25905,경주 양동마을,259,283,5,9,실외,종교/역사/전통
26001,향일암,260,168,1,0,실외,종교/역사/전통
26002,해양수산과학관,260,168,2,2,실내,체험/학습/산업
26003,돌산도,260,168,3,5,실외,자연/힐링
26004,돌산공원,260,168,4,7,실외,자연/힐링
26005,오동도,260,168,5,9,실외,자연/힐링
26101,순천만 용산전망대(S자 물길),261,174,1,0,실외,자연/힐링
26102,순천만자연생태공원,261,174,2,2,실외,자연/힐링
26103,순천만 정원,261,174,3,4,실외,자연/힐링
26104,낙안민속자연휴양림,261,174,4,7,실외,자연/힐링
26105,순천 낙안읍성,261,174,5,9,실외,종교/역사/전통
26201,이천 세라피아,262,203,1,0,실외,체험/학습/산업
26202,이천시립월전미술관,262,203,2,2,실외,문화/예술
26203,해강도자미술관,262,203,3,4,실외,문화/예술
26204,돼지보러오면돼지(돼지박물관),262,203,4,7,실외,체험/학습/산업
26301,한택식물원,263,339,1,0,실외,자연/힐링
26302,용인축협자연체험스쿨 한우랜드,263,339,2,2,실외,체험/학습/산업
26303,농촌테마파크,263,339,3,4,실외,체험/학습/산업
26304,용인자연휴양림 에코어드벤처,263,339,4,7,실외,자연/힐링
26401,여주 고달사지,264,331,1,0,실외,종교/역사/전통
26402,신륵사,264,331,2,2,실외,종교/역사/전통
26403,여주박물관,264,331,3,4,실내,종교/역사/전통
26404,영릉(英陵)과 영릉(寧陵),264,331,4,7,실외,종교/역사/전통
26405,명성황후 생가,264,331,5,9,실외,종교/역사/전통
26501,연인산다목적캠핑장,265,300,1,0,실외,캠핑/스포츠
26502,연인산마을,265,300,2,2,실외,자연/힐링
26503,자연과별천문대,265,300,3,4,실내,자연/힐링
26504,명지계곡,265,300,4,6,실외,자연/힐링
26505,남송미술관,265,300,5,9,실외,문화/예술
26601,송지호 오토캠핑장,266,304,1,0,실외,캠핑/스포츠
26602,왕곡마을,266,304,2,2,실외,자연/힐링
26603,공현진1리해변,266,304,3,4,실외,자연/힐링
26604,송지호,266,304,4,6,실외,자연/힐링
26605,오호어촌체험마을,266,304,5,8,실외,체험/학습/산업
26701,월드컵공원 노을캠핑장,267,108,1,0,실외,캠핑/스포츠
26702,한강시민공원 난지지구(난지한강공원),267,108,2,2,실외,자연/힐링
26703,한강방어백골부대전적비,267,108,3,4,실외,종교/역사/전통
26704,양화교 인공폭포,267,108,4,6,실외,자연/힐링
26705,월드컵공원,267,108,5,8,실외,자연/힐링
26801,서울YMCA 다락원캠핑장,268,341,1,0,실외,캠핑/스포츠
26802,원효사,268,341,2,2,실외,종교/역사/전통
26803,도봉서원,268,108,3,4,실외,종교/역사/전통
26804,원도봉유원지,268,341,4,6,실외,자연/힐링
26805,서울창포원,268,108,5,8,실외,자연/힐링
